function source,vulnerabilities
"void CWE226_Sensitive_Information_Uncleared_Before_Release__w32_wchar_t_declare_16_bad() {     while(1)     {         {             wchar_t password[100] = L"""";             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }         break;     } }",CWE-226
"virDomainDeviceFindSCSIController(const virDomainDef *def,
                                  const virDomainDeviceDriveAddress *addr)
{
    size_t i;

    for (i = 0; i < def->ncontrollers; i++) {
        if (def->controllers[i]->type == VIR_DOMAIN_CONTROLLER_TYPE_SCSI &&
            def->controllers[i]->idx == addr->controller)
            return def->controllers[i];
    }

    return NULL;
}",CWE-226
"static int sev_receive_start(struct kvm *kvm, struct kvm_sev_cmd *argp)
{
	struct kvm_sev_info *sev = &to_kvm_svm(kvm)->sev_info;
	struct sev_data_receive_start start;
	struct kvm_sev_receive_start params;
	int *error = &argp->error;
	void *session_data;
	void *pdh_data;
	int ret;

	if (!sev_guest(kvm))
		return -ENOTTY;

	/* Get parameter from the userspace */
	if (copy_from_user(&params, (void __user *)(uintptr_t)argp->data,
			sizeof(struct kvm_sev_receive_start)))
		return -EFAULT;

	/* some sanity checks */
	if (!params.pdh_uaddr || !params.pdh_len ||
	    !params.session_uaddr || !params.session_len)
		return -EINVAL;

	pdh_data = psp_copy_user_blob(params.pdh_uaddr, params.pdh_len);
	if (IS_ERR(pdh_data))
		return PTR_ERR(pdh_data);

	session_data = psp_copy_user_blob(params.session_uaddr,
			params.session_len);
	if (IS_ERR(session_data)) {
		ret = PTR_ERR(session_data);
		goto e_free_pdh;
	}

	memset(&start, 0, sizeof(start));
	start.handle = params.handle;
	start.policy = params.policy;
	start.pdh_cert_address = __psp_pa(pdh_data);
	start.pdh_cert_len = params.pdh_len;
	start.session_address = __psp_pa(session_data);
	start.session_len = params.session_len;

	/* create memory encryption context */
	ret = __sev_issue_cmd(argp->sev_fd, SEV_CMD_RECEIVE_START, &start,
				error);
	if (ret)
		goto e_free_session;

	/* Bind ASID to this guest */
	ret = sev_bind_asid(kvm, start.handle, error);
	if (ret) {
		sev_decommission(start.handle);
		goto e_free_session;
	}

	params.handle = start.handle;
	if (copy_to_user((void __user *)(uintptr_t)argp->data,
			 &params, sizeof(struct kvm_sev_receive_start))) {
		ret = -EFAULT;
		sev_unbind_asid(kvm, start.handle);
		goto e_free_session;
	}

    	sev->handle = start.handle;
	sev->fd = argp->sev_fd;

e_free_session:
	kfree(session_data);
e_free_pdh:
	kfree(pdh_data);

	return ret;
}",CWE-459
"virDomainDeviceFindSCSIController(const virDomainDef *def,
                                  const virDomainDeviceDriveAddress *addr)
{
    size_t i;

    for (i = 0; i < def->ncontrollers; i++) {
        if (def->controllers[i]->type == VIR_DOMAIN_CONTROLLER_TYPE_SCSI &&
            def->controllers[i]->idx == addr->controller)
            return def->controllers[i];
    }

    return NULL;
}","CWE-311,CWE-226"
"static void good1() {     if(global_const_f)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     }     else     {         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             password_len = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, password_len * sizeof(wchar_t));         }     } }  /* good2() reverses the bodies in the if statement */ static void good2() {     if(global_const_t)     {         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             password_len = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, password_len * sizeof(wchar_t));         }     }     else     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     } }",CWE-311
"static inline bool kvm_apic_map_get_dest_lapic(struct kvm *kvm,
		struct kvm_lapic **src, struct kvm_lapic_irq *irq,
		struct kvm_apic_map *map, struct kvm_lapic ***dst,
		unsigned long *bitmap)
{
	int i, lowest;

	if (irq->shorthand == APIC_DEST_SELF && src) {
		*dst = src;
		*bitmap = 1;
		return true;
	} else if (irq->shorthand)
		return false;

	if (!map || kvm_apic_is_broadcast_dest(kvm, src, irq, map))
		return false;

	if (irq->dest_mode == APIC_DEST_PHYSICAL) {
		if (irq->dest_id > map->max_apic_id) {
			*bitmap = 0;
		} else {
			u32 dest_id = array_index_nospec(irq->dest_id, map->max_apic_id + 1);
			*dst = &map->phys_map[dest_id];
			*bitmap = 1;
		}
		return true;
	}

	*bitmap = 0;
	if (!kvm_apic_map_get_logical_dest(map, irq->dest_id, dst,
				(u16 *)bitmap))
		return false;

	if (!kvm_lowest_prio_delivery(irq))
		return true;

	if (!kvm_vector_hashing_enabled()) {
		lowest = -1;
		for_each_set_bit(i, bitmap, 16) {
			if (!(*dst)[i])
				continue;
			if (lowest < 0)
				lowest = i;
			else if (kvm_apic_compare_prio((*dst)[i]->vcpu,
						(*dst)[lowest]->vcpu) < 0)
				lowest = i;
		}
	} else {
		if (!*bitmap)
			return true;

		lowest = kvm_vector_to_index(irq->vector, hweight16(*bitmap),
				bitmap, 16);

		if (!(*dst)[lowest]) {
			kvm_apic_disabled_lapic_found(kvm);
			*bitmap = 0;
			return true;
		}
	}

	*bitmap = (lowest >= 0) ? 1 << lowest : 0;

	return true;
}",CWE-226
"com_rehash(String *buffer MY_ATTRIBUTE((unused)),
	 char *line MY_ATTRIBUTE((unused)))
{
#ifdef HAVE_READLINE
  build_completion_hash(1, 0);
#endif
  return 0;
}",CWE-212
"virDomainSmartcardDefParseXML(virDomainXMLOptionPtr xmlopt,
                              xmlNodePtr node,
                              xmlXPathContextPtr ctxt,
                              unsigned int flags)
{
    xmlNodePtr cur;
    virDomainSmartcardDefPtr def;
    size_t i;
    g_autofree char *mode = NULL;
    g_autofree char *type = NULL;

    if (VIR_ALLOC(def) < 0)
        return NULL;

    mode = virXMLPropString(node, ""mode"");
    if (mode == NULL) {
        virReportError(VIR_ERR_XML_ERROR, ""%s"",
                       _(""missing smartcard device mode""));
        goto error;
    }
    if ((def->type = virDomainSmartcardTypeFromString(mode)) < 0) {
        virReportError(VIR_ERR_CONFIG_UNSUPPORTED,
                       _(""unknown smartcard device mode: %s""),
                       mode);
        goto error;
    }

    switch (def->type) {
    case VIR_DOMAIN_SMARTCARD_TYPE_HOST:
        break;

    case VIR_DOMAIN_SMARTCARD_TYPE_HOST_CERTIFICATES:
        i = 0;
        cur = node->children;
        while (cur) {
            if (cur->type == XML_ELEMENT_NODE &&
                virXMLNodeNameEqual(cur, ""certificate"")) {
                if (i == 3) {
                    virReportError(VIR_ERR_XML_ERROR, ""%s"",
                                   _(""host-certificates mode needs ""
                                     ""exactly three certificates""));
                    goto error;
                }
                def->data.cert.file[i] = (char *)xmlNodeGetContent(cur);
                if (!def->data.cert.file[i]) {
                    virReportOOMError();
                    goto error;
                }
                i++;
            } else if (cur->type == XML_ELEMENT_NODE &&
                       virXMLNodeNameEqual(cur, ""database"") &&
                       !def->data.cert.database) {
                def->data.cert.database = (char *)xmlNodeGetContent(cur);
                if (!def->data.cert.database) {
                    virReportOOMError();
                    goto error;
                }
                if (*def->data.cert.database != '/') {
                    virReportError(VIR_ERR_XML_ERROR,
                                   _(""expecting absolute path: %s""),
                                   def->data.cert.database);
                    goto error;
                }
            }
            cur = cur->next;
        }
        if (i < 3) {
            virReportError(VIR_ERR_XML_ERROR, ""%s"",
                           _(""host-certificates mode needs ""
                             ""exactly three certificates""));
            goto error;
        }
        break;

    case VIR_DOMAIN_SMARTCARD_TYPE_PASSTHROUGH:
        type = virXMLPropString(node, ""type"");
        if (type == NULL) {
            virReportError(VIR_ERR_XML_ERROR, ""%s"",
                           _(""passthrough mode requires a character ""
                             ""device type attribute""));
            goto error;
        }

        if (!(def->data.passthru = virDomainChrSourceDefNew(xmlopt)))
            goto error;

        if ((def->data.passthru->type = virDomainChrTypeFromString(type)) < 0) {
            virReportError(VIR_ERR_CONFIG_UNSUPPORTED,
                           _(""unknown type presented to host for ""
                             ""character device: %s""), type);
            goto error;
        }

        cur = node->children;
        if (virDomainChrSourceDefParseXML(def->data.passthru, cur, flags,
                                          NULL, ctxt) < 0)
            goto error;

        if (def->data.passthru->type == VIR_DOMAIN_CHR_TYPE_SPICEVMC) {
            def->data.passthru->data.spicevmc
                = VIR_DOMAIN_CHR_SPICEVMC_SMARTCARD;
        }

        break;

    default:
        virReportError(VIR_ERR_INTERNAL_ERROR, ""%s"",
                       _(""unknown smartcard mode""));
        goto error;
    }

    if (virDomainDeviceInfoParseXML(xmlopt, node, &def->info, flags) < 0)
        goto error;
    if (def->info.type != VIR_DOMAIN_DEVICE_ADDRESS_TYPE_NONE &&
        def->info.type != VIR_DOMAIN_DEVICE_ADDRESS_TYPE_CCID) {
        virReportError(VIR_ERR_INTERNAL_ERROR, ""%s"",
                       _(""Controllers must use the 'ccid' address type""));
        goto error;
    }

    return def;

 error:
    virDomainSmartcardDefFree(def);
    return NULL;
}",CWE-226
"__sev_send_update_data_query_lengths(struct kvm *kvm, struct kvm_sev_cmd *argp,
				     struct kvm_sev_send_update_data *params)
{
	struct kvm_sev_info *sev = &to_kvm_svm(kvm)->sev_info;
	struct sev_data_send_update_data data;
	int ret;

	memset(&data, 0, sizeof(data));
	data.handle = sev->handle;
	ret = sev_issue_cmd(kvm, SEV_CMD_SEND_UPDATE_DATA, &data, &argp->error);

	params->hdr_len = data.hdr_len;
	params->trans_len = data.trans_len;

	if (copy_to_user((void __user *)(uintptr_t)argp->data, params,
			 sizeof(struct kvm_sev_send_update_data)))
		ret = -EFAULT;

	return ret;
}",CWE-212
"void CWE226_Sensitive_Information_Uncleared_Before_Release__w32_wchar_t_declare_07_bad() {     if(staticFive==5)     {         {             wchar_t password[100] = L"""";             size_t passwordLen = 0;             HANDLE hUser;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             if (fgetws(password, 100, stdin) == NULL)             {                 printLine(""fgetws() failed"");                 /* Restore NUL terminator if fgetws fails */                 password[0] = L'\0';             }             /* Remove the carriage return from the string that is inserted by fgetws() */             passwordLen = wcslen(password);             if (passwordLen > 0)             {                 password[passwordLen-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &hUser) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(hUser);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     } }",CWE-212
"static void print_quoted_xml(FILE *xml_file, const char *str, size_t len,
                             my_bool is_attribute_name)
{
  const char *end;

  for (end= str + len; str != end; str++)
  {
    switch (*str) {
    case '<':
      fputs(""&lt;"", xml_file);
      break;
    case '>':
      fputs(""&gt;"", xml_file);
      break;
    case '&':
      fputs(""&amp;"", xml_file);
      break;
    case '\""':
      fputs(""&quot;"", xml_file);
      break;
    case ' ':
      /* Attribute names cannot contain spaces. */
      if (is_attribute_name)
      {
        fputs(""_"", xml_file);
        break;
      }
      /* fall through */
    default:
      fputc(*str, xml_file);
      break;
    }
  }
  check_io(xml_file);
}",CWE-459
"virDomainNetFindIdx(virDomainDefPtr def, virDomainNetDefPtr net)
{
    size_t i;
    int matchidx = -1;
    char mac[VIR_MAC_STRING_BUFLEN];
    bool MACAddrSpecified = !net->mac_generated;
    bool PCIAddrSpecified = virDomainDeviceAddressIsValid(&net->info,
                                                          VIR_DOMAIN_DEVICE_ADDRESS_TYPE_PCI);

    for (i = 0; i < def->nnets; i++) {
        if (MACAddrSpecified &&
            virMacAddrCmp(&def->nets[i]->mac, &net->mac) != 0)
            continue;

        if (PCIAddrSpecified &&
            !virPCIDeviceAddressEqual(&def->nets[i]->info.addr.pci,
                                      &net->info.addr.pci))
            continue;

        if (matchidx >= 0) {
            /* there were multiple matches on mac address, and no
             * qualifying guest-side PCI address was given, so we must
             * fail (NB: a USB address isn't adequate, since it may
             * specify only vendor and product ID, and there may be
             * multiples of those.
             */
            if (MACAddrSpecified) {
                virReportError(VIR_ERR_OPERATION_FAILED,
                               _(""multiple devices matching MAC address %s found""),
                               virMacAddrFormat(&net->mac, mac));
            } else {
                virReportError(VIR_ERR_OPERATION_FAILED, ""%s"",
                               _(""multiple matching devices found""));
            }

            return -1;
        }

        matchidx = i;
    }

    if (matchidx < 0) {
        if (MACAddrSpecified && PCIAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device matching MAC address %s found on ""
                             VIR_PCI_DEVICE_ADDRESS_FMT),
                           virMacAddrFormat(&net->mac, mac),
                           net->info.addr.pci.domain,
                           net->info.addr.pci.bus,
                           net->info.addr.pci.slot,
                           net->info.addr.pci.function);
        } else if (PCIAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device found on "" VIR_PCI_DEVICE_ADDRESS_FMT),
                           net->info.addr.pci.domain,
                           net->info.addr.pci.bus,
                           net->info.addr.pci.slot,
                           net->info.addr.pci.function);
        } else if (MACAddrSpecified) {
            virReportError(VIR_ERR_DEVICE_MISSING,
                           _(""no device matching MAC address %s found""),
                           virMacAddrFormat(&net->mac, mac));
        } else {
            virReportError(VIR_ERR_DEVICE_MISSING, ""%s"",
                           _(""no matching device found""));
        }
    }
    return matchidx;
}",CWE-226
"static void good1() {     if(global_const_f)     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     }     else     {         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             password_len = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, password_len * sizeof(wchar_t));         }     } }  /* good2() reverses the bodies in the if statement */ static void good2() {     if(global_const_t)     {         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             password_len = wcslen(password);             /* FIX: Clear password prior to release from stack */             SecureZeroMemory(password, password_len * sizeof(wchar_t));         }     }     else     {         /* INCIDENTAL: CWE 561 Dead Code, the code below will never run */         {             wchar_t password[100] = L"""";             size_t password_len = 0;             HANDLE pHandle;             wchar_t * username = L""User"";             wchar_t * domain = L""Domain"";             fgetws(password, 100, stdin);             /* Remove the carriage return from the string that is inserted by fgetws() */             password_len = wcslen(password);             if (password_len > 0)             {                 password[password_len-1] = L'\0';             }             /* Use the password in LogonUser() to establish that it is ""sensitive"" */             if (LogonUserW(                         username,                         domain,                         password,                         LOGON32_LOGON_NETWORK,                         LOGON32_PROVIDER_DEFAULT,                         &pHandle) != 0)             {                 printLine(""User logged in successfully."");                 CloseHandle(pHandle);             }             else             {                 printLine(""Unable to login."");             }             /* FLAW: Release password from the stack without first clearing the buffer */         }     } }",CWE-226
